timestamp,hr_40,prt_40,spv_40,participant
2023-02-17 09:51:30,0.6538461538461539,0.7291666666666666,0.0,217a
2023-02-17 09:51:31,0.6538461538461539,0.7291666666666666,0.0,217a
2023-02-17 09:51:32,0.6538461538461539,0.75,0.0,217a
2023-02-17 09:51:33,0.7,0.75,0.0285714285714285,217a
2023-02-17 09:51:34,0.8307692307692308,0.7708333333333334,0.0857142857142857,217a
2023-02-17 09:51:35,0.8307692307692308,0.7708333333333334,0.0857142857142857,217a
2023-02-17 09:51:36,0.8307692307692308,0.7916666666666666,0.1142857142857142,217a
2023-02-17 09:51:37,0.8307692307692308,0.8125,0.1428571428571428,217a
2023-02-17 09:51:38,0.8307692307692308,0.8333333333333334,0.1714285714285714,217a
2023-02-17 09:51:39,0.6692307692307692,0.875,0.1714285714285714,217a
2023-02-17 09:51:40,0.4230769230769231,0.875,0.1714285714285714,217a
2023-02-17 09:51:41,0.4230769230769231,0.8958333333333334,0.1714285714285714,217a
2023-02-17 09:51:42,0.4230769230769231,0.9166666666666666,0.2,217a
2023-02-17 09:51:43,0.4230769230769231,0.9166666666666666,0.2,217a
2023-02-17 09:51:44,0.4230769230769231,0.9166666666666666,0.1428571428571428,217a
2023-02-17 09:51:45,0.6,0.9166666666666666,0.1428571428571428,217a
2023-02-17 09:51:46,0.7769230769230769,0.8958333333333334,0.1142857142857142,217a
2023-02-17 09:51:47,0.7692307692307693,0.8958333333333334,0.1142857142857142,217a
2023-02-17 09:51:48,0.7692307692307693,0.8958333333333334,0.1142857142857142,217a
2023-02-17 09:51:49,0.7461538461538462,0.8958333333333334,0.1142857142857142,217a
2023-02-17 09:51:50,0.7461538461538462,0.875,0.1428571428571428,217a
2023-02-17 09:51:51,0.7461538461538462,0.875,0.1428571428571428,217a
2023-02-17 09:51:52,0.7461538461538462,0.8333333333333334,0.1714285714285714,217a
2023-02-17 09:51:53,0.7538461538461538,0.75,0.2857142857142857,217a
2023-02-17 09:51:54,0.7538461538461538,0.6875,0.3142857142857143,217a
2023-02-17 09:51:55,0.6461538461538462,0.6458333333333334,0.3428571428571428,217a
2023-02-17 09:51:56,0.6461538461538462,0.6458333333333334,0.3428571428571428,217a
2023-02-17 09:51:57,0.6461538461538462,0.625,0.3714285714285714,217a
2023-02-17 09:51:58,0.6461538461538462,0.6875,0.5142857142857142,217a
2023-02-17 09:51:59,0.6384615384615384,0.6875,0.5428571428571428,217a
2023-02-17 09:52:00,0.7615384615384615,0.6875,0.4857142857142857,217a
2023-02-17 09:52:01,0.7615384615384615,0.6875,0.4571428571428571,217a
2023-02-17 09:52:02,0.7615384615384615,0.7083333333333334,0.4285714285714285,217a
2023-02-17 09:52:03,0.7615384615384615,0.7291666666666666,0.3714285714285714,217a
2023-02-17 09:52:04,0.7615384615384615,0.75,0.3428571428571428,217a
2023-02-17 09:52:05,0.7615384615384615,0.7916666666666666,0.3428571428571428,217a
2023-02-17 09:52:06,0.7615384615384615,0.8125,0.3428571428571428,217a
2023-02-17 09:52:07,0.7615384615384615,0.8333333333333334,0.3142857142857143,217a
2023-02-17 09:52:08,0.7615384615384615,0.875,0.3142857142857143,217a
2023-02-17 09:52:09,0.7538461538461538,0.875,0.2857142857142857,217a
2023-02-17 09:52:10,0.7,0.8958333333333334,0.2285714285714285,217a
2023-02-17 09:52:11,0.7,0.9166666666666666,0.2285714285714285,217a
2023-02-17 09:52:12,0.6615384615384615,0.9166666666666666,0.2285714285714285,217a
